H
mult  2
H      0.0000000000   0.0000000000   0.0000000000

H2
mult  1
H      0.0000000000   0.0000000000  -0.3713266305
H      0.0000000000   0.0000000000   0.3713266305

C
mult  3
C      0.0000000000   0.0000000000   0.0000000000

CH
mult  2
C      0.0000000000   0.0000000000  -0.0869009407
H      0.0000000000   0.0000000000   1.0355449716

3CH2
mult  3
C      0.0000000000   0.0000000000  -0.0612386726
H      0.0000000000   0.9907564534   0.3648717662
H      0.0000000000  -0.9907564534   0.3648717662

1CH2
mult  1
C      0.0000000000   0.0000000000  -0.1008549153
H      0.0000000000   0.8606876269   0.6009129451
H      0.0000000000  -0.8606876269   0.6009129451

CH3
mult  2
C      0.0000000000   0.0000000000   0.0000000000
H      0.0000000000   0.0000000000   1.0788619580
H      0.0000000000   0.9343218628  -0.5394309790
H      0.0000000000  -0.9343218628  -0.5394309790

CH4
mult  1
C      0.0000000000   0.0000000000  -0.0000000012
H      0.8891871752   0.0000000000   0.6287502875
H     -0.8891871752   0.0000000000   0.6287502875
H      0.0000000000   0.8891871821  -0.6287502801
H      0.0000000000  -0.8891871821  -0.6287502801

1C2
mult  1
C      0.0000000000   0.0000000000  -0.6253706209
C      0.0000000000   0.0000000000   0.6253706209

CCH
mult  2
C      0.0000000000   0.0000000000  -0.6750024435
C      0.0000000000   0.0000000000   0.5403193187
H      0.0000000000   0.0000000000   1.6049358215

CHCH
mult  1
C      0.0000000000   0.0000000000  -0.6048635806
C      0.0000000000   0.0000000000   0.6048635806
H      0.0000000000   0.0000000000  -1.6685851307
H      0.0000000000   0.0000000000   1.6685851307

CH2C
mult  1
C      0.0000000000   0.0000000000  -0.5607512683
C      0.0000000000   0.0000000000   0.7462770517
H      0.0000000000   0.9399456288  -1.1053982300
H      0.0000000000  -0.9399456288  -1.1053982300

CH2CH
mult  2
C      0.0000000000   0.0229927977  -0.6212037888
C      0.0000000000  -0.0847469552   0.6917486219
H      0.0000000000   0.9978029809  -1.1099624235
H      0.0000000000  -0.8478642382  -1.2682976454
H      0.0000000000   0.5859475061   1.5376207544

CH2CH2
mult  1
C      0.0000000000   0.0000000000  -0.6685774484
C      0.0000000000   0.0000000000   0.6685774484
H      0.0000000000   0.9240691077  -1.2337528036
H      0.0000000000  -0.9240691077  -1.2337528036
H      0.0000000000   0.9240691077   1.2337528036
H      0.0000000000  -0.9240691077   1.2337528036

3CH3CH
mult  3
C      0.0000000000  -0.0204247896  -0.6686500954
C      0.0000000000   0.0860926051   0.8033779753
H      0.0000000000   0.9714545560  -1.1267335863
H      0.8860505019  -0.5519390052  -1.0370434245
H     -0.8860505019  -0.5519390052  -1.0370434245
H      0.0000000000  -0.6500994462   1.5953512950

CH3CH2
mult  2
C      0.0000000000   0.0004555743  -0.7167593768
C      0.0000000000  -0.0138418037   0.7754533982
H      0.0000000000   1.0255552147  -1.1127453191
H      0.8849628235  -0.4944548282  -1.1221531269
H     -0.8849628235  -0.4944548282  -1.1221531269
H     -0.9258660174   0.0614349454   1.3288155397
H      0.9258660174   0.0614349454   1.3288155397

CH3CH3
mult  1
C      0.0000000000   0.0000000000  -0.7644921462
C      0.0000000000   0.0000000000   0.7644921462
H      1.0179776872   0.0000000000  -1.1592669740
H     -0.5089888436  -0.8815945376  -1.1592669740
H     -0.5089888436   0.8815945376  -1.1592669740
H     -1.0179776872   0.0000000000   1.1592669740
H      0.5089888436   0.8815945376   1.1592669740
H      0.5089888436  -0.8815945376   1.1592669740

c-CCCHfake
mult 2
X      0.0000000000   0.000000000   0.00000000000

c-CHCCH
mult  1
C      0.0000000000   0.0000000000  -0.8945966896
C      0.0000000000  -0.6648240813   0.3706588707
C      0.0000000000   0.6648240813   0.3706588707
H      0.0000000000  -1.5957056853   0.9132653963
H      0.0000000000   1.5957056853   0.9132653963

3CHCCH
mult  3
C      0.0000000000   0.0000000000  -0.0435486147
C      0.0000000000   1.2766068493   0.0399914227
C      0.0000000000  -1.2766068493   0.0399914227
H      0.0000000000   2.3105676622  -0.2170821407
H      0.0000000000  -2.3105676622  -0.2170821407

CH2CC
mult  1
C      0.0000000000   0.0000000000  -1.2213591757
C      0.0000000000   0.0000000000   0.1127239522
C      0.0000000000   0.0000000000   1.4082892559
H      0.0000000000   0.9279261260  -1.7853962449
H      0.0000000000  -0.9279261260  -1.7853962449

CH2CCH
mult  2
C      0.0000000000   0.0000000000  -1.2938011110
C      0.0000000000   0.0000000000   0.0874273690
C      0.0000000000   0.0000000000   1.3159015172
H      0.9315090042   0.0000000000  -1.8421722354
H     -0.9315090042   0.0000000000  -1.8421722354
H      0.0000000000   0.0000000000   2.3791694525

c-CHCHCH
mult  2
C     -0.0830510832   0.0000000000   0.8781273493
C      0.0107943409   0.6610117876  -0.4273662026
C      0.0107943409  -0.6610117876  -0.4273662026
H      0.6341164715   0.0000000000   1.6970104971
H      0.0491465502   1.5785623004  -0.9878968168
H      0.0491465502  -1.5785623004  -0.9878968168

CH3CC
mult  2
C     -0.0000000000   0.0000000000  -1.2487962903
C     -0.0000000000   0.0000000000   0.2207375779
C      0.0000000000   0.0000000000   1.4378606413
H      1.0224384780   0.0000000000  -1.6277857045
H     -0.5112192390  -0.8854576958  -1.6277857045
H     -0.5112192390   0.8854576958  -1.6277857045

c-CH2CHC
mult  2
C      0.0000000000  -0.4378846972  -0.7104945789
